Annee;Appareil;Commandes;Impressions;Clics;Cout;PM;CA;Reseaurechercher;Mois
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;1613;53;12,43;2,2;0;79,73 %;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;637;8;4,44;2,2;0;<10%;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;19;0;0;2,2;0;65,52 %;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;2;0;0;1;0;100,00 %;janvier
2016;Ordinateurs;0;187;11;5,04;2;0;65,16 %;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;9947;113;4,87;3,4;0;<10%;janvier
2018;Ordinateurs;0;6237;111;30,6;2,2;0;54,68 %;janvier
2016;Ordinateurs;0;787;21;5,23;2,9;0;76,26 %;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2016;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;476;14;1,76;1,8;0;47,94 %;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2016;Tablettes;0;85787;1292;106,61;2,1;0;11,26 %;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;2;0;0;1,5;0;<10%;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2018;Tablettes;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;janvier
2018;Ordinateurs;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2016;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2018;Autre;0;0;0;0; --;0; --;janvier
2018;Téléphones mobiles;0;0;0;0; --;0; --;janvier
2017;Autre;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2017;Tablettes;0;0;0;0; --;0; --;janvier
2016;Autre;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;4256;53;1,4;3,5;0;<10%;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;515;20;5,11;2,5;0;32,80 %;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;695;13;3,69;1,9;0;82,35 %;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;988;5;0,31;5,8;0;<10%;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;679;20;2,43;1,9;0;55,20 %;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;31146;83;13,15;2,4;0;22,06 %;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;11924;190;50,3;2,3;0;<10%;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;165;7;2,27;2,2;0;58,93 %;fevrier
2016;Tablettes;0;43160;689;158,16;1,9;0;28,34 %;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;3;0;0;1,3;0;<10%;fevrier
2017;Tablettes;0;61;4;2,41;2,3;0;85,92 %;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;19194;85;13,64;1,8;0;25,14 %;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;182;14;3,34;1,4;0;82,35 %;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;1135;77;27,45;1,1;0;98,95 %;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;44606;188;46,81;1,7;0;<10%;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;258;20;6,15;1;0;99,61 %;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;7709;133;16,71;2,6;0;29,74 %;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;12;1;0,01;2;0;<10%;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;10108;159;57,95;2,7;0;21,17 %;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;23;4;1,55;2,2;0;62,16 %;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;151;10;2,27;1,9;0;73,66 %;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;1130;26;6,1;2,2;0;82,18 %;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;6988;188;52,01;1,9;0;79,22 %;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;52;1;0,37;3;0;23,21 %;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;1660;48;13,23;2;0;79,87 %;fevrier
2018;Téléphones mobiles;0;7115;114;15,48;2,2;0;33,40 %;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;11101;127;20,23;2,5;0;71,77 %;fevrier
2018;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;994;26;5,88;1,7;0;79,01 %;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2017;Ordinateurs;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;448;6;0,91;3,4;0;46,00 %;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2017;Autre;0;0;0;0; --;0; --;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Ordinateurs;0;7687;154;38,02;2,2;0;71,91 %;fevrier
2018;Autre;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2018;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Tablettes;0;0;0;0; --;0; --;fevrier
2018;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Tablettes;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;fevrier
2016;Autre;0;0;0;0; --;0; --;fevrier
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Tablettes;0;2160;61;14,91;2,3;0;84,71 %;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Tablettes;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;1158;38;8,83;1,4;0;84,28 %;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Tablettes;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2017;Tablettes;0;22842;512;54,77;1,8;0;51,73 %;mars
2018;Autre;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Autre;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2018;Tablettes;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;7608;132;68,57;2,1;0;<10%;mars
2018;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2018;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2017;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Téléphones mobiles;0;0;0;0; --;0; --;mars
2017;Autre;0;0;0;0; --;0; --;mars
2016;Ordinateurs;0;0;0;0; --;0; --;mars
2016;Autre;0;0;0;0; --;0; --;mars
2017;Téléphones mobiles;0;0;0;0; --;0; --;mars
